date,year,month,district,service_type,booking_count
2025-11-01,2025,11,Delhi,Caregiver,222
2025-11-01,2025,11,Delhi,Painter,232
2025-11-01,2025,11,Mumbai,Electrician,292
2025-11-01,2025,11,Mumbai,Plumber,183
2025-11-01,2025,11,Mumbai,Carpenter,259
2025-11-01,2025,11,Mumbai,Caregiver,243
2025-11-01,2025,11,Mumbai,Painter,274
2025-11-01,2025,11,Jaipur,Electrician,175
2025-11-01,2025,11,Jaipur,Plumber,106
2025-11-01,2025,11,Jaipur,Carpenter,144
2025-11-01,2025,11,Jaipur,Caregiver,129
2025-11-01,2025,11,Jaipur,Painter,167
2025-12-01,2025,12,Pune,Electrician,120
2025-12-01,2025,12,Pune,Plumber,138
2025-12-01,2025,12,Pune,Carpenter,107
2025-12-01,2025,12,Pune,Caregiver,213
2025-12-01,2025,12,Pune,Painter,83
2025-12-01,2025,12,Bengaluru,Electrician,147
2025-12-01,2025,12,Bengaluru,Plumber,154
2025-12-01,2025,12,Bengaluru,Carpenter,126
2025-12-01,2025,12,Bengaluru,Caregiver,232
2025-12-01,2025,12,Bengaluru,Painter,98
2025-12-01,2025,12,Delhi,Electrician,163
2025-12-01,2025,12,Delhi,Plumber,163
2025-12-01,2025,12,Delhi,Carpenter,136
2025-12-01,2025,12,Delhi,Caregiver,267
2025-12-01,2025,12,Delhi,Painter,109
2025-12-01,2025,12,Mumbai,Electrician,175
2025-12-01,2025,12,Mumbai,Plumber,166
2025-12-01,2025,12,Mumbai,Carpenter,150
2025-12-01,2025,12,Mumbai,Caregiver,283
2025-12-01,2025,12,Mumbai,Painter,122
2025-12-01,2025,12,Jaipur,Electrician,98
2025-12-01,2025,12,Jaipur,Plumber,111
2025-12-01,2025,12,Jaipur,Carpenter,83
2025-12-01,2025,12,Jaipur,Caregiver,178
2025-12-01,2025,12,Jaipur,Painter,67
2026-01-01,2026,1,Pune,Electrician,127
2026-01-01,2026,1,Pune,Plumber,120
2026-01-01,2026,1,Pune,Carpenter,124
2026-01-01,2026,1,Pune,Caregiver,206
2026-01-01,2026,1,Pune,Painter,90
2026-01-01,2026,1,Bengaluru,Electrician,153
2026-01-01,2026,1,Bengaluru,Plumber,130
2026-01-01,2026,1,Bengaluru,Carpenter,133
2026-01-01,2026,1,Bengaluru,Caregiver,258
2026-01-01,2026,1,Bengaluru,Painter,114
2026-01-01,2026,1,Delhi,Electrician,175
2026-01-01,2026,1,Delhi,Plumber,133
2026-01-01,2026,1,Delhi,Carpenter,151
2026-01-01,2026,1,Delhi,Caregiver,271
2026-01-01,2026,1,Delhi,Painter,128
2026-01-01,2026,1,Mumbai,Electrician,175
2026-01-01,2026,1,Mumbai,Plumber,165
2026-01-01,2026,1,Mumbai,Carpenter,173
2026-01-01,2026,1,Mumbai,Caregiver,288
2026-01-01,2026,1,Mumbai,Painter,124
2026-01-01,2026,1,Jaipur,Electrician,100
2026-01-01,2026,1,Jaipur,Plumber,86
2026-01-01,2026,1,Jaipur,Carpenter,88
2026-01-01,2026,1,Jaipur,Caregiver,175
2026-01-01,2026,1,Jaipur,Painter,71
2026-02-01,2026,2,Pune,Electrician,151
2026-02-01,2026,2,Pune,Plumber,117
2026-02-01,2026,2,Pune,Carpenter,121
2026-02-01,2026,2,Pune,Caregiver,169
2026-02-01,2026,2,Pune,Painter,95
2026-02-01,2026,2,Bengaluru,Electrician,199
2026-02-01,2026,2,Bengaluru,Plumber,127
2026-02-01,2026,2,Bengaluru,Carpenter,152
2026-02-01,2026,2,Bengaluru,Caregiver,230
2026-02-01,2026,2,Bengaluru,Painter,110
2026-02-01,2026,2,Delhi,Electrician,207
2026-02-01,2026,2,Delhi,Plumber,144
2026-02-01,2026,2,Delhi,Carpenter,152
2026-02-01,2026,2,Delhi,Caregiver,224
2026-02-01,2026,2,Delhi,Painter,110
2026-02-01,2026,2,Mumbai,Electrician,208
2026-02-01,2026,2,Mumbai,Plumber,150
2026-02-01,2026,2,Mumbai,Carpenter,159
2026-02-01,2026,2,Mumbai,Caregiver,261
2026-02-01,2026,2,Mumbai,Painter,132
2026-02-01,2026,2,Jaipur,Electrician,120
2026-02-01,2026,2,Jaipur,Plumber,73
2026-02-01,2026,2,Jaipur,Carpenter,87
2026-02-01,2026,2,Jaipur,Caregiver,139
2026-02-01,2026,2,Jaipur,Painter,76
2026-03-01,2026,3,Pune,Electrician,258
2026-03-01,2026,3,Pune,Plumber,144
2026-03-01,2026,3,Pune,Carpenter,117
2026-03-01,2026,3,Pune,Caregiver,185
2026-03-01,2026,3,Pune,Painter,96
2026-03-01,2026,3,Bengaluru,Electrician,353
2026-03-01,2026,3,Bengaluru,Plumber,180
2026-03-01,2026,3,Bengaluru,Carpenter,152
2026-03-01,2026,3,Bengaluru,Caregiver,223
2026-03-01,2026,3,Bengaluru,Painter,113
2026-03-01,2026,3,Delhi,Electrician,327
2026-03-01,2026,3,Delhi,Plumber,180
2026-03-01,2026,3,Delhi,Carpenter,147
2026-03-01,2026,3,Delhi,Caregiver,229
2026-03-01,2026,3,Delhi,Painter,116
2026-03-01,2026,3,Mumbai,Electrician,389
2026-03-01,2026,3,Mumbai,Plumber,202
2026-03-01,2026,3,Mumbai,Carpenter,149
2026-03-01,2026,3,Mumbai,Caregiver,246
2026-03-01,2026,3,Mumbai,Painter,129
2026-03-01,2026,3,Jaipur,Electrician,230
2026-03-01,2026,3,Jaipur,Plumber,111
2026-03-01,2026,3,Jaipur,Carpenter,96
2026-03-01,2026,3,Jaipur,Caregiver,137
2026-03-01,2026,3,Jaipur,Painter,71
2026-04-01,2026,4,Pune,Electrician,272
2026-04-01,2026,4,Pune,Plumber,138
2026-04-01,2026,4,Pune,Carpenter,116
2026-04-01,2026,4,Pune,Caregiver,192
2026-04-01,2026,4,Pune,Painter,85
2026-04-01,2026,4,Bengaluru,Electrician,326
2026-04-01,2026,4,Bengaluru,Plumber,167
2026-04-01,2026,4,Bengaluru,Carpenter,140
2026-04-01,2026,4,Bengaluru,Caregiver,202
2026-04-01,2026,4,Bengaluru,Painter,109
2026-04-01,2026,4,Delhi,Electrician,368
2026-04-01,2026,4,Delhi,Plumber,165
2026-04-01,2026,4,Delhi,Carpenter,143
2026-04-01,2026,4,Delhi,Caregiver,219
2026-04-01,2026,4,Delhi,Painter,119
2026-04-01,2026,4,Mumbai,Electrician,385
2026-04-01,2026,4,Mumbai,Plumber,207
2026-04-01,2026,4,Mumbai,Carpenter,158
2026-04-01,2026,4,Mumbai,Caregiver,244
2026-04-01,2026,4,Mumbai,Painter,139
2026-04-01,2026,4,Jaipur,Electrician,204
2026-04-01,2026,4,Jaipur,Plumber,116
2026-04-01,2026,4,Jaipur,Carpenter,90
2026-04-01,2026,4,Jaipur,Caregiver,130
2026-04-01,2026,4,Jaipur,Painter,78
2026-05-01,2026,5,Pune,Electrician,294
2026-05-01,2026,5,Pune,Plumber,140
2026-05-01,2026,5,Pune,Carpenter,117
2026-05-01,2026,5,Pune,Caregiver,182
2026-05-01,2026,5,Pune,Painter,94
2026-05-01,2026,5,Bengaluru,Electrician,354
2026-05-01,2026,5,Bengaluru,Plumber,163
2026-05-01,2026,5,Bengaluru,Carpenter,143
2026-05-01,2026,5,Bengaluru,Caregiver,212
2026-05-01,2026,5,Bengaluru,Painter,116
2026-05-01,2026,5,Delhi,Electrician,338
2026-05-01,2026,5,Delhi,Plumber,175
2026-05-01,2026,5,Delhi,Carpenter,147
2026-05-01,2026,5,Delhi,Caregiver,215
2026-05-01,2026,5,Delhi,Painter,115
2026-05-01,2026,5,Mumbai,Electrician,338
2026-05-01,2026,5,Mumbai,Plumber,179
2026-05-01,2026,5,Mumbai,Carpenter,164
2026-05-01,2026,5,Mumbai,Caregiver,250
2026-05-01,2026,5,Mumbai,Painter,115
2026-05-01,2026,5,Jaipur,Electrician,204
2026-05-01,2026,5,Jaipur,Plumber,107
2026-05-01,2026,5,Jaipur,Carpenter,102
2026-05-01,2026,5,Jaipur,Caregiver,136
2026-05-01,2026,5,Jaipur,Painter,75
2026-06-01,2026,6,Pune,Electrician,290
2026-06-01,2026,6,Pune,Plumber,262
2026-06-01,2026,6,Pune,Carpenter,115
2026-06-01,2026,6,Pune,Caregiver,237
2026-06-01,2026,6,Pune,Painter,46
2026-06-01,2026,6,Bengaluru,Electrician,341
2026-06-01,2026,6,Bengaluru,Plumber,349
2026-06-01,2026,6,Bengaluru,Carpenter,135
2026-06-01,2026,6,Bengaluru,Caregiver,261
2026-06-01,2026,6,Bengaluru,Painter,53
2026-06-01,2026,6,Delhi,Electrician,342
2026-06-01,2026,6,Delhi,Plumber,362
2026-06-01,2026,6,Delhi,Carpenter,148
2026-06-01,2026,6,Delhi,Caregiver,267
2026-06-01,2026,6,Delhi,Painter,55
2026-06-01,2026,6,Mumbai,Electrician,392
2026-06-01,2026,6,Mumbai,Plumber,401
2026-06-01,2026,6,Mumbai,Carpenter,163
2026-06-01,2026,6,Mumbai,Caregiver,312
2026-06-01,2026,6,Mumbai,Painter,67
2026-06-01,2026,6,Jaipur,Electrician,202
2026-06-01,2026,6,Jaipur,Plumber,257
2026-06-01,2026,6,Jaipur,Carpenter,92
2026-06-01,2026,6,Jaipur,Caregiver,172
2026-06-01,2026,6,Jaipur,Painter,40
2026-07-01,2026,7,Pune,Electrician,158
2026-07-01,2026,7,Pune,Plumber,279
2026-07-01,2026,7,Pune,Carpenter,111
2026-07-01,2026,7,Pune,Caregiver,213
2026-07-01,2026,7,Pune,Painter,44
2026-07-01,2026,7,Bengaluru,Electrician,191
2026-07-01,2026,7,Bengaluru,Plumber,368
2026-07-01,2026,7,Bengaluru,Carpenter,156
2026-07-01,2026,7,Bengaluru,Caregiver,251
2026-07-01,2026,7,Bengaluru,Painter,58
2026-07-01,2026,7,Delhi,Electrician,190
2026-07-01,2026,7,Delhi,Plumber,383
2026-07-01,2026,7,Delhi,Carpenter,142
2026-07-01,2026,7,Delhi,Caregiver,250
2026-07-01,2026,7,Delhi,Painter,60
2026-07-01,2026,7,Mumbai,Electrician,233
2026-07-01,2026,7,Mumbai,Plumber,376
2026-07-01,2026,7,Mumbai,Carpenter,148
2026-07-01,2026,7,Mumbai,Caregiver,281
2026-07-01,2026,7,Mumbai,Painter,70
2026-07-01,2026,7,Jaipur,Electrician,126
2026-07-01,2026,7,Jaipur,Plumber,262
2026-07-01,2026,7,Jaipur,Carpenter,90
2026-07-01,2026,7,Jaipur,Caregiver,175
2026-07-01,2026,7,Jaipur,Painter,38
2026-08-01,2026,8,Pune,Electrician,162
2026-08-01,2026,8,Pune,Plumber,302
2026-08-01,2026,8,Pune,Carpenter,209
2026-08-01,2026,8,Pune,Caregiver,178
2026-08-01,2026,8,Pune,Painter,47
2026-08-01,2026,8,Bengaluru,Electrician,191
2026-08-01,2026,8,Bengaluru,Plumber,364
2026-08-01,2026,8,Bengaluru,Carpenter,226
2026-08-01,2026,8,Bengaluru,Caregiver,227
2026-08-01,2026,8,Bengaluru,Painter,56
2026-08-01,2026,8,Delhi,Electrician,212
2026-08-01,2026,8,Delhi,Plumber,386
2026-08-01,2026,8,Delhi,Carpenter,211
2026-08-01,2026,8,Delhi,Caregiver,208
2026-08-01,2026,8,Delhi,Painter,61
2026-08-01,2026,8,Mumbai,Electrician,218
2026-08-01,2026,8,Mumbai,Plumber,434
2026-08-01,2026,8,Mumbai,Carpenter,265
2026-08-01,2026,8,Mumbai,Caregiver,230
2026-08-01,2026,8,Mumbai,Painter,63
2026-08-01,2026,8,Jaipur,Electrician,135
2026-08-01,2026,8,Jaipur,Plumber,240
2026-08-01,2026,8,Jaipur,Carpenter,152
2026-08-01,2026,8,Jaipur,Caregiver,135
2026-08-01,2026,8,Jaipur,Painter,40
